GeneSymbol,SMILES,ChemicalName,Interaction,InteractionActions,Total Molweight,Molweight,Monoisotopic Mass,cLogP,cLogS,H-Acceptors,H-Donors,Total Surface Area,Relative PSA,Polar Surface Area,Druglikeness,Mutagenic,Tumorigenic,Reproductive Effective,Irritant,Shape Index,Molecular Flexibility,Molecular Complexity,Fragments,Non-H Atoms,Non-C/H Atoms,Metal-Atoms,Electronegative Atoms,Stereo Centers,Rotatable Bonds,Rings Closures,Aromatic Atoms,sp3-Atoms,Small Rings,Carbo-Rings,Hetero-Rings,Saturated Rings,Non-Aromatic Rings,Aromatic Rings,Saturated Carbo-Rings,Non-Aromatic Carbo-Rings,Carbo-Aromatic Rings,Saturated Hetero-Rings,Non-Aromatic Hetero-Rings,Hetero-Aromatic Rings,Amides,Amines,Alkyl-Amines,Aromatic Amines,Aromatic Nitrogens,Basic Nitrogens,Acidic Oxygens,Prediccion
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [Mustard Gas results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [sodium arsenite results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [sodium arsenite results in increased phosphorylation of and results in increased activity of MAPKAPK2 protein],decreases^reaction|increases^activity|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [sodium arsenite results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [Sodium Fluoride results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [Sorbitol results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [Tretinoin results in increased phosphorylation of MAPKAPK2 protein],decreases^reaction|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK2,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 results in decreased phosphorylation of MAPKAPK2 protein,decreases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAP2K6,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [[MAP2K6 gene mutant form results in increased activity of MAP2K6 protein] which results in increased susceptibility to Tetradecanoylphorbol Acetate],decreases^reaction|increases^activity|increases^response to substance,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPK9,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,"SB 203580 inhibits the reaction [4-vinyl-2,6-dimethoxyphenol results in increased phosphorylation of MAPK9 protein]",decreases^reaction|increases^phosphorylation,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPK9,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 promotes the reaction [Arsenic Trioxide results in increased phosphorylation of and results in increased activity of MAPK9 protein],increases^activity|increases^phosphorylation|increases^reaction,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
ETS1,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [benz(a)anthracene results in increased expression of ETS1 mRNA],decreases^reaction|increases^expression,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
ETS1,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [benzo(k)fluoranthene results in increased expression of ETS1 mRNA],decreases^reaction|increases^expression,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
ETS1,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,"SB 203580 inhibits the reaction [indeno(1,2,3-cd)pyrene results in increased expression of ETS1 mRNA]",decreases^reaction|increases^expression,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
MAPKAPK3,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,SB 203580,SB 203580 inhibits the reaction [sodium arsenite results in increased activity of MAPKAPK3 protein],decreases^reaction|increases^activity,377.442,377.442,377.09981,3.5687,-5.242,4,1,280.96,0.20875,77.85,-0.19517,none,none,none,none,0.51852,0.37213,0.83016,1,27,6,0,6,1,4,4,23,2,4,2,2,0,0,4,0,0,2,0,0,2,0,0,0,0,3,1,0,1
TP53,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [triptolide results in increased expression of TP53 protein],decreases^reaction|increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TP53,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in decreased expression of TP53 protein,decreases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CDK1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of CDK1 mRNA,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CCND1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of CCND1 mRNA,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CCNB1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of CCNB1 mRNA,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CCNB1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of CCNB1 protein,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RB1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased phosphorylation of RB1 protein,increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AKT1,CS(=O)CCCCN=C=S,sulforaphane,NGF protein inhibits the reaction [sulforaphane results in decreased phosphorylation of AKT1 protein],decreases^phosphorylation|decreases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AKT1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in decreased phosphorylation of AKT1 protein,decreases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AKT1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased phosphorylation of AKT1 protein,increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AKT1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased phosphorylation of and results in increased activity of AKT1 protein,increases^activity|increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CDKN1A,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [triptolide affects the expression of CDKN1A protein],affects^expression|decreases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CDKN1A,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of CDKN1A mRNA,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CDKN1A,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of CDKN1A protein,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NFKB1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Lipopolysaccharides promotes the reaction [NFKB1 protein binds to RELA protein]],affects^binding|decreases^reaction|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SIRT1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of SIRT1 protein,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
E2F1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in decreased expression of E2F1 mRNA,decreases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RBBP4,CS(=O)CCCCN=C=S,sulforaphane,RBBP4 protein binds to sulforaphane,affects^binding,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
STAT3,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in decreased expression of STAT3 mRNA,decreases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,"sulforaphane inhibits the reaction [2,2',4,4'-tetrabromodiphenyl ether results in increased secretion of IL6 protein]",decreases^reaction|increases^secretion,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Cadmium Chloride results in increased expression of and results in increased secretion of IL6 protein],decreases^reaction|increases^expression|increases^secretion,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Norepinephrine results in increased expression of and results in increased secretion of IL6 protein],decreases^reaction|increases^expression|increases^secretion,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased expression of and results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression|increases^secretion,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane metabolite inhibits the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased expression of and results in increased secretion of IL6 protein],affects^cotreatment|decreases^reaction|increases^expression|increases^secretion,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane metabolite inhibits the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased expression of IL6 mRNA],affects^cotreatment|decreases^reaction|increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane metabolite results in decreased expression of IL6 mRNA,decreases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IL6,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in decreased expression of IL6 mRNA,decreases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK3,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Pyruvaldehyde results in increased phosphorylation of MAPK3 protein],decreases^reaction|increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK3,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane metabolite promotes the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased phosphorylation of MAPK3 protein],affects^cotreatment|increases^phosphorylation|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK3,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane promotes the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased phosphorylation of MAPK3 protein],affects^cotreatment|increases^phosphorylation|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK3,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased phosphorylation of and results in increased activity of MAPK3 protein,increases^activity|increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK3,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased phosphorylation of MAPK3 protein,increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RELA,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [IL1B protein affects the localization of RELA protein],affects^localization|decreases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RELA,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Lipopolysaccharides promotes the reaction [NFKB1 protein binds to RELA protein]],affects^binding|decreases^reaction|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RELA,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [TNF protein affects the localization of RELA protein],affects^localization|decreases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RELA,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased expression of RELA protein,increases^expression,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK8,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Pyruvaldehyde results in increased phosphorylation of MAPK8 protein],decreases^reaction|increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK8,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane metabolite promotes the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased phosphorylation of MAPK8 protein],affects^cotreatment|increases^phosphorylation|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK8,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane promotes the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased phosphorylation of MAPK8 protein],affects^cotreatment|increases^phosphorylation|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK8,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased activity of MAPK8 protein,increases^activity,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane inhibits the reaction [Pyruvaldehyde results in increased phosphorylation of MAPK1 protein],decreases^reaction|increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane metabolite promotes the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased phosphorylation of MAPK1 protein],affects^cotreatment|increases^phosphorylation|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane promotes the reaction [[Tobacco Smoke Pollution co-treated with Particulate Matter] results in increased phosphorylation of MAPK1 protein],affects^cotreatment|increases^phosphorylation|increases^reaction,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAPK1,CS(=O)CCCCN=C=S,sulforaphane,sulforaphane results in increased phosphorylation of and results in increased activity of MAPK1 protein,increases^activity|increases^phosphorylation,177.291,177.291,177.028204,1.1441,-1.255,2,0,148.8,0.41821,80.73,-6.4748,low,low,low,none,0.9,0.64445,0.48648,1,10,4,0,4,1,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
